GeneID,total_counts
ENSMUSG00000085424,488
ENSMUSG00000051435,1010177
ENSMUSG00000085761,21492
ENSMUSG00000085574,169
ENSMUSG00000040616,1069222
ENSMUSG00000073728,94916
ENSMUSG00000087525,5765
ENSMUSG00000040606,28843700
ENSMUSG00000085816,24065
ENSMUSG00000103678,124
ENSMUSG00000110067,19489
ENSMUSG00000106597,573
ENSMUSG00000081838,5377
ENSMUSG00000083826,88745
ENSMUSG00000087903,2185
ENSMUSG00000057637,12905583
ENSMUSG00000082575,3225610
ENSMUSG00000028583,2050075
ENSMUSG00000088395,158
ENSMUSG00000028584,232321
ENSMUSG00000081792,650870
ENSMUSG00000041805,2161
ENSMUSG00000082407,0
ENSMUSG00000046862,2320315
ENSMUSG00000047799,0
ENSMUSG00000083930,10437
ENSMUSG00000084059,0
ENSMUSG00000083403,0
ENSMUSG00000095409,0
ENSMUSG00000070616,0
ENSMUSG00000096154,0
ENSMUSG00000070618,0
ENSMUSG00000081523,0
ENSMUSG00000044377,1433768
ENSMUSG00000066688,0
ENSMUSG00000078513,0
ENSMUSG00000084351,0
ENSMUSG00000081227,1627373
ENSMUSG00000070617,0
ENSMUSG00000046435,0
ENSMUSG00000082717,0
ENSMUSG00000082030,0
ENSMUSG00000066031,0
ENSMUSG00000059218,0
ENSMUSG00000029451,0
ENSMUSG00000078512,0
ENSMUSG00000083749,0
ENSMUSG00000084123,0
ENSMUSG00000078511,0
ENSMUSG00000078510,0
ENSMUSG00000078509,0
ENSMUSG00000083456,0
ENSMUSG00000095987,1961
ENSMUSG00000073724,0
ENSMUSG00000073723,0
ENSMUSG00000050810,0
ENSMUSG00000066030,0
ENSMUSG00000046262,0
ENSMUSG00000083708,458950
ENSMUSG00000036749,0
ENSMUSG00000095960,307
ENSMUSG00000080943,0
ENSMUSG00000078508,0
ENSMUSG00000084312,0
ENSMUSG00000070619,0
ENSMUSG00000073721,0
ENSMUSG00000028590,0
ENSMUSG00000028591,0
ENSMUSG00000028589,134
ENSMUSG00000095213,0
ENSMUSG00000078507,0
ENSMUSG00000082835,483
ENSMUSG00000118540,0
ENSMUSG00000083390,32593
ENSMUSG00000028593,0
ENSMUSG00000082418,3292
ENSMUSG00000078506,0
ENSMUSG00000070610,6769382
ENSMUSG00000070609,0
ENSMUSG00000078505,0
ENSMUSG00000041735,208
ENSMUSG00000077327,0
ENSMUSG00000078504,0
ENSMUSG00000083998,2312
ENSMUSG00000066026,3132165
ENSMUSG00000103911,359
ENSMUSG00000020220,24708357
ENSMUSG00000028599,1112253
ENSMUSG00000028602,206850
ENSMUSG00000082758,1639
ENSMUSG00000084272,68
ENSMUSG00000085101,443
ENSMUSG00000082082,3583
ENSMUSG00000083081,1507
ENSMUSG00000052912,1344598
ENSMUSG00000087076,247
ENSMUSG00000078503,4639
ENSMUSG00000096864,0
ENSMUSG00000082352,0
ENSMUSG00000083454,464527
ENSMUSG00000080732,68
ENSMUSG00000078502,126885
ENSMUSG00000083562,3725
ENSMUSG00000081885,721672
ENSMUSG00000095517,69
ENSMUSG00000082615,13
ENSMUSG00000058186,2079
ENSMUSG00000084279,0
ENSMUSG00000082334,375129
ENSMUSG00000087513,0
ENSMUSG00000094417,79934
ENSMUSG00000094177,134
ENSMUSG00000084350,650125
ENSMUSG00000096233,60224
ENSMUSG00000083235,8029
ENSMUSG00000078500,20334
ENSMUSG00000081595,1300
ENSMUSG00000082195,1362444
ENSMUSG00000083733,246
ENSMUSG00000066009,1573
ENSMUSG00000081522,138
ENSMUSG00000066007,3639
ENSMUSG00000086654,206
ENSMUSG00000081671,21988
ENSMUSG00000084127,353491
ENSMUSG00000081460,19044
ENSMUSG00000095096,58
ENSMUSG00000085525,5314
ENSMUSG00000070605,460773
ENSMUSG00000073716,22656
ENSMUSG00000081998,10447
ENSMUSG00000056300,16733
ENSMUSG00000086046,0
ENSMUSG00000095865,33452
ENSMUSG00000083038,46942
ENSMUSG00000096366,13939
ENSMUSG00000095460,0
ENSMUSG00000063245,336731
ENSMUSG00000045699,6406
ENSMUSG00000093919,7157
ENSMUSG00000083027,820653
ENSMUSG00000081260,0
ENSMUSG00000086147,2786
ENSMUSG00000083704,614
ENSMUSG00000067919,3490
ENSMUSG00000093617,775
ENSMUSG00000094017,30995
ENSMUSG00000081405,260933
ENSMUSG00000082779,93685
ENSMUSG00000094849,541
ENSMUSG00000067916,477972
ENSMUSG00000095054,11310
ENSMUSG00000082176,7562
ENSMUSG00000087207,9296
ENSMUSG00000081627,2259
ENSMUSG00000082925,1404150
ENSMUSG00000094318,0
ENSMUSG00000078498,21245
ENSMUSG00000096354,449
ENSMUSG00000078497,9299
ENSMUSG00000082248,29974
ENSMUSG00000093975,2866
ENSMUSG00000078496,255456
ENSMUSG00000081301,6334
ENSMUSG00000096440,3957
ENSMUSG00000082599,7915
ENSMUSG00000065999,9266
ENSMUSG00000096065,0
ENSMUSG00000066000,234335
ENSMUSG00000086130,4144
ENSMUSG00000062518,2655
ENSMUSG00000096521,92
ENSMUSG00000081179,1249506
ENSMUSG00000083642,4418
ENSMUSG00000078495,808130
ENSMUSG00000093594,91926
ENSMUSG00000080059,782123
ENSMUSG00000059423,3133134
ENSMUSG00000029022,1785905
ENSMUSG00000070583,588223
ENSMUSG00000083340,5605
ENSMUSG00000029020,38751055
ENSMUSG00000019055,4530461
ENSMUSG00000044496,3838247
ENSMUSG00000029019,1712
ENSMUSG00000041616,59336
ENSMUSG00000086806,67456
ENSMUSG00000083473,15308
ENSMUSG00000029016,16049565
ENSMUSG00000029009,4013607
ENSMUSG00000094320,819030
ENSMUSG00000078494,1447
ENSMUSG00000029007,1535791
ENSMUSG00000029005,213922
ENSMUSG00000029003,1167397
ENSMUSG00000099043,1311
ENSMUSG00000055401,2848557
ENSMUSG00000029001,13981179
ENSMUSG00000041556,8352776
ENSMUSG00000041544,3521758
ENSMUSG00000087027,9077
ENSMUSG00000086326,1587
ENSMUSG00000064648,4132
ENSMUSG00000047719,1587193
ENSMUSG00000028989,76841
ENSMUSG00000089081,371
ENSMUSG00000088625,15019
ENSMUSG00000028991,20429584
ENSMUSG00000082860,148518
ENSMUSG00000017264,9139532
ENSMUSG00000087217,5323
ENSMUSG00000006442,8413798
ENSMUSG00000028979,4392871
ENSMUSG00000041459,27875416
ENSMUSG00000070577,12789
ENSMUSG00000087273,143
ENSMUSG00000086766,0
ENSMUSG00000086606,894873
ENSMUSG00000028977,1114331
ENSMUSG00000086740,2632116
ENSMUSG00000081086,2587
ENSMUSG00000028975,7134937
ENSMUSG00000028974,6562460
ENSMUSG00000028971,1511794
ENSMUSG00000073705,259340
ENSMUSG00000080746,1824832
ENSMUSG00000028961,5709984
ENSMUSG00000063077,169801414
ENSMUSG00000085286,414491
ENSMUSG00000085807,9397
ENSMUSG00000085819,1867486
ENSMUSG000000289600,22008067
ENSMUSG00000028996,3271
ENSMUSG00000070572,1518073
ENSMUSG00000087198,5444
ENSMUSG00000028992,1064850
ENSMUSG00000028990,1411024
ENSMUSG00000083811,58602
ENSMUSG00000084646,0
ENSMUSG00000093403,330
ENSMUSG00000028988,6503441
ENSMUSG00000086949,1783598
ENSMUSG00000039953,176169555
ENSMUSG00000098580,1087
ENSMUSG00000039936,3767005
ENSMUSG00000044700,12509352
ENSMUSG00000085403,680203
ENSMUSG00000028982,3656965
ENSMUSG00000084807,818
ENSMUSG00000085368,594
ENSMUSG00000081601,216
ENSMUSG00000083173,430
ENSMUSG00000106221,0
ENSMUSG00000064798,0
ENSMUSG00000086767,113614
ENSMUSG00000039911,3557415
ENSMUSG00000028980,1514420
ENSMUSG00000086665,4076
ENSMUSG00000065493,201
ENSMUSG00000102813,87414
ENSMUSG00000047875,393628
ENSMUSG00000087094,116903
ENSMUSG00000028976,1338581
ENSMUSG00000062064,411
ENSMUSG00000028972,3017
ENSMUSG00000082140,763
ENSMUSG00000063524,36979432
ENSMUSG00000085787,1867206
ENSMUSG00000089292,2779
ENSMUSG00000085213,180653
ENSMUSG00000039852,25062570
ENSMUSG00000039838,6875016
ENSMUSG00000085869,282
ENSMUSG00000085097,0
ENSMUSG00000084314,68256
ENSMUSG00000078492,144
ENSMUSG00000028967,5646706
ENSMUSG00000028964,12469858
ENSMUSG00000028965,75293
ENSMUSG00000064476,1976
ENSMUSG00000028963,6388
ENSMUSG00000028957,5925203
ENSMUSG00000028955,4735849
ENSMUSG00000078491,7086
ENSMUSG00000085593,3260
ENSMUSG000000145920,41538697
ENSMUSG00000104142,189
ENSMUSG00000039768,10754782
ENSMUSG00000039759,1150874
ENSMUSG00000047777,2427996
ENSMUSG00000108391,422764
ENSMUSG00000073700,2173885
ENSMUSG00000028952,1176865
ENSMUSG00000028950,416560
ENSMUSG00000028948,3064031
ENSMUSG00000039713,8766193
ENSMUSG00000024793,354633
ENSMUSG00000028943,361482
ENSMUSG00000081544,848126
ENSMUSG00000028940,219
ENSMUSG00000098385,971
ENSMUSG00000085724,937
ENSMUSG00000028937,35011656
ENSMUSG00000042804,4550377
ENSMUSG00000028946,16254
ENSMUSG00000039662,11551856
ENSMUSG00000058498,931245
ENSMUSG00000028936,8992095
ENSMUSG00000085179,687177
ENSMUSG00000005045,45899823
ENSMUSG00000090057,13819
ENSMUSG00000028931,59077115
ENSMUSG00000039577,2337557
ENSMUSG00000083078,0
ENSMUSG00000073699,542
ENSMUSG00000080360,0
ENSMUSG00000085648,0
ENSMUSG00000087454,697
ENSMUSG00000039546,10817295
ENSMUSG00000077519,0
ENSMUSG00000085390,0
ENSMUSG00000086272,24332
ENSMUSG00000047613,1837705
ENSMUSG00000029027,681454
ENSMUSG00000039523,9270360
ENSMUSG00000029028,7941182
ENSMUSG00000078350,5491017
ENSMUSG00000039492,67116
ENSMUSG00000080807,7064
ENSMUSG00000082073,2504
ENSMUSG00000087071,3431
ENSMUSG00000088774,0
ENSMUSG00000029026,103003
ENSMUSG00000029030,23695623
ENSMUSG00000029029,2431312
ENSMUSG00000081276,556
ENSMUSG00000057751,581495
ENSMUSG00000029032,67902
ENSMUSG00000097871,68223
ENSMUSG00000086565,13018
ENSMUSG00000084987,8345
ENSMUSG00000039410,3272403
ENSMUSG00000085069,3026223
ENSMUSG00000098424,178559
ENSMUSG00000086810,226963
ENSMUSG00000051276,0
ENSMUSG00000046637,663930
ENSMUSG00000087437,92626
ENSMUSG00000058183,117959
ENSMUSG00000029059,5073981
ENSMUSG00000042333,95659
ENSMUSG00000092483,653441
ENSMUSG00000048001,1573049
ENSMUSG00000029056,4317274
ENSMUSG00000073686,200813
ENSMUSG00000029055,9985861
ENSMUSG00000029047,1894329
ENSMUSG00000029048,9343937
ENSMUSG00000029049,560473
ENSMUSG00000029050,39838811
ENSMUSG00000073684,2647099
ENSMUSG00000098729,56748
ENSMUSG00000029053,46327924
ENSMUSG00000029054,13229042
ENSMUSG00000084803,617525
ENSMUSG00000078490,2410461
ENSMUSG00000023153,64114
ENSMUSG00000082429,6041
ENSMUSG00000029064,111074038
ENSMUSG00000029063,11284247
ENSMUSG00000085063,3313
ENSMUSG00000042202,9979533
ENSMUSG00000086682,654998
ENSMUSG00000073682,3442
ENSMUSG00000029062,13044796
ENSMUSG00000029061,104492
ENSMUSG00000029060,11636226
ENSMUSG00000074738,4362089
ENSMUSG00000064916,14830
ENSMUSG00000029038,9208338
ENSMUSG00000096221,1286161
ENSMUSG00000084845,4413975
ENSMUSG00000029036,3505977
ENSMUSG00000054514,130365
ENSMUSG00000042116,5066833
ENSMUSG00000073680,13668910
ENSMUSG00000098638,167
ENSMUSG00000078487,2628
ENSMUSG00000029066,6680671
ENSMUSG00000029068,8328018
ENSMUSG00000065990,7010185
ENSMUSG00000073679,11391
ENSMUSG00000029070,924887
ENSMUSG00000029071,12534860
ENSMUSG00000029072,183882
ENSMUSG00000029073,2578242
ENSMUSG00000029034,3653719
ENSMUSG00000051557,2640544
ENSMUSG00000029033,22544239
ENSMUSG00000096174,663
ENSMUSG00000023286,2791799
ENSMUSG00000023571,1639183
ENSMUSG00000050796,1892116
ENSMUSG00000029076,39410920
ENSMUSG00000029075,171588
ENSMUSG00000103183,875073
ENSMUSG00000088545,2213
ENSMUSG00000041954,567075
ENSMUSG00000087381,648390
ENSMUSG00000065427,43
ENSMUSG00000065400,127
ENSMUSG00000065549,0
ENSMUSG00000029074,9584
ENSMUSG00000086549,1284
ENSMUSG00000059939,2417114
ENSMUSG00000110404,129434
ENSMUSG00000041936,23179968
ENSMUSG00000035692,209350
ENSMUSG00000078349,1223485
ENSMUSG00000078486,445918
ENSMUSG00000098954,107298
ENSMUSG00000078485,5005102
ENSMUSG00000095567,15187497
ENSMUSG00000111895,45486
ENSMUSG00000096351,3006356
ENSMUSG00000057021,0
ENSMUSG00000096042,0
ENSMUSG00000098947,0
ENSMUSG00000090577,0
ENSMUSG00000105722,1870
ENSMUSG00000106520,0
ENSMUSG00000106504,0
ENSMUSG00000090701,0
ENSMUSG00000091936,0
ENSMUSG00000106399,0
ENSMUSG00000091483,0
ENSMUSG00000105800,0
ENSMUSG00000062353,14524753
ENSMUSG00000106658,0
ENSMUSG00000106588,11791
ENSMUSG00000105534,574
ENSMUSG00000040274,723641
ENSMUSG00000105656,4312
ENSMUSG00000065044,587
ENSMUSG00000058503,4873261
ENSMUSG00000008307,563572
ENSMUSG00000104891,77432
ENSMUSG00000040302,1651647
ENSMUSG00000105130,13269
ENSMUSG00000104950,1118581
ENSMUSG00000005907,4492758
ENSMUSG00000093279,0
ENSMUSG00000007415,14052475
ENSMUSG00000014529,607
ENSMUSG00000092698,0
ENSMUSG00000105950,87805
ENSMUSG00000040351,11286136
ENSMUSG00000000600,9542883
ENSMUSG00000040367,84737
ENSMUSG00000104699,827291
ENSMUSG00000040429,631138
ENSMUSG00000105893,16862
ENSMUSG00000106535,325356
ENSMUSG00000040407,43074561
ENSMUSG00000001467,14903572
ENSMUSG00000053178,180998
ENSMUSG00000044674,1804631
ENSMUSG00000083921,6605
ENSMUSG00000105560,23785
ENSMUSG00000104656,7235
ENSMUSG00000106212,12515
ENSMUSG00000105062,7150
ENSMUSG00000093159,90
ENSMUSG00000106472,12960
ENSMUSG00000106272,1120
ENSMUSG00000105400,1125
ENSMUSG00000106054,3028
ENSMUSG00000105287,7041
ENSMUSG00000105864,15202
ENSMUSG00000106202,952
ENSMUSG00000104867,1750
ENSMUSG00000028926,30891961
ENSMUSG00000079666,16072
ENSMUSG00000046798,10405006
ENSMUSG00000040464,1371415
ENSMUSG00000104716,220
ENSMUSG00000073234,10015
ENSMUSG00000040473,2310014
ENSMUSG00000015653,2423966
ENSMUSG00000105996,976
ENSMUSG00000015652,20375
ENSMUSG00000100801,126443202
ENSMUSG00000104952,0
ENSMUSG00000088692,0
ENSMUSG00000105370,1459
ENSMUSG00000106308,0
ENSMUSG00000088380,0
ENSMUSG00000106064,69
ENSMUSG00000104663,42721
ENSMUSG00000105487,0
ENSMUSG00000106532,410
ENSMUSG00000064851,327
ENSMUSG00000095159,2311492
ENSMUSG00000105711,6765
ENSMUSG00000105980,3301
ENSMUSG00000105832,7979
ENSMUSG00000040514,7159
ENSMUSG00000092094,423273
ENSMUSG00000098077,125
ENSMUSG00000081226,88249
ENSMUSG00000080515,0
ENSMUSG00000104624,0
ENSMUSG00000105068,849
ENSMUSG00000012428,97568
ENSMUSG00000086528,1314
ENSMUSG00000082867,600
ENSMUSG00000003161,9306176
ENSMUSG00000094226,3121
ENSMUSG00000095290,398
ENSMUSG00000088103,350
ENSMUSG00000106265,11086
ENSMUSG00000040537,43187996
ENSMUSG00000002297,318444
ENSMUSG00000054099,1952231
ENSMUSG00000105740,21264
ENSMUSG00000040570,6366376
ENSMUSG00000105392,1250
ENSMUSG00000104535,703910
ENSMUSG00000040584,10637613
ENSMUSG00000097279,35056
ENSMUSG00000105870,3502
ENSMUSG00000028970,566006
ENSMUSG00000106664,367175
ENSMUSG00000042476,1217877
ENSMUSG00000078183,369167
ENSMUSG00000003623,5512999
ENSMUSG00000102921,3954
ENSMUSG00000099209,1421
ENSMUSG00000084923,195
ENSMUSG00000114430,454
ENSMUSG00000079659,2206544
ENSMUSG00000042508,14502093
ENSMUSG00000089562,1054
ENSMUSG00000080875,922694
ENSMUSG00000089926,5351
ENSMUSG00000086115,1460
ENSMUSG00000077896,0
ENSMUSG00000056004,14969341
ENSMUSG00000106637,12657
ENSMUSG00000003974,20173925
ENSMUSG00000089399,161
ENSMUSG00000105348,112
ENSMUSG00000106661,0
ENSMUSG00000091487,407
ENSMUSG00000105173,115
ENSMUSG00000100895,6452
ENSMUSG00000073226,7586
ENSMUSG00000069355,922
ENSMUSG00000105157,461
ENSMUSG00000091817,130098
ENSMUSG00000105536,23920
ENSMUSG00000106274,0
ENSMUSG00000105295,245
ENSMUSG00000105657,672
ENSMUSG00000091422,825
ENSMUSG00000104942,347
ENSMUSG00000106652,0
ENSMUSG00000091933,0
ENSMUSG00000104834,689
ENSMUSG00000105978,0
ENSMUSG00000095710,0
ENSMUSG00000106477,134
ENSMUSG00000106506,0
ENSMUSG00000094025,0
ENSMUSG00000104982,0
ENSMUSG00000095918,0
ENSMUSG00000105705,5014
ENSMUSG00000104811,0
ENSMUSG00000096846,0
ENSMUSG00000105564,683
ENSMUSG00000106148,0
ENSMUSG00000095829,0
ENSMUSG00000106351,670
ENSMUSG00000106034,0
ENSMUSG00000096732,0
ENSMUSG00000104601,392
ENSMUSG00000105549,539
ENSMUSG00000105688,0
ENSMUSG00000095296,0
ENSMUSG00000106156,2143
ENSMUSG00000104789,0
ENSMUSG00000091903,0
ENSMUSG00000104774,4794
ENSMUSG00000105299,0
ENSMUSG00000094105,0
ENSMUSG00000105364,269
ENSMUSG00000099391,120
ENSMUSG00000094205,117
ENSMUSG00000104578,4139
ENSMUSG00000105479,0
ENSMUSG00000094036,0
ENSMUSG00000106410,12876
ENSMUSG00000106026,0
ENSMUSG00000067848,103
ENSMUSG00000105171,9042
ENSMUSG00000099516,53
ENSMUSG00000103740,0
ENSMUSG00000105155,2367
ENSMUSG00000104941,381
ENSMUSG00000105854,6378
ENSMUSG00000104632,1812
ENSMUSG00000040254,2090605
ENSMUSG00000105237,0
ENSMUSG00000094310,128
ENSMUSG00000096810,30047
ENSMUSG00000104577,1539
ENSMUSG00000062038,773479
ENSMUSG00000105334,106
ENSMUSG00000105750,1420
ENSMUSG00000105041,4840
ENSMUSG00000104626,3745
ENSMUSG00000028883,5258411
ENSMUSG00000105366,167935
ENSMUSG00000104905,702
ENSMUSG00000105833,21184
ENSMUSG00000090991,407
ENSMUSG00000067855,0
ENSMUSG00000104638,0
ENSMUSG00000090793,0
ENSMUSG00000106615,0
ENSMUSG00000105521,0
ENSMUSG00000105614,79
ENSMUSG00000089244,0
ENSMUSG00000105528,2874
ENSMUSG00000085352,2360
ENSMUSG00000106310,8350
ENSMUSG00000063531,8409206
ENSMUSG00000097976,693576
ENSMUSG00000106491,25573
ENSMUSG00000105485,13463
ENSMUSG00000104625,14303
ENSMUSG00000106048,48734
ENSMUSG00000106411,15792
ENSMUSG00000105578,1974
ENSMUSG00000098233,2044180
ENSMUSG00000105571,61449
ENSMUSG00000104672,24933
ENSMUSG00000061601,66586936
ENSMUSG00000033219,1238
ENSMUSG00000091255,1107
ENSMUSG00000072188,736
ENSMUSG00000091897,1311
ENSMUSG00000099762,14419
ENSMUSG00000106004,9440
ENSMUSG00000106445,1806
ENSMUSG00000096878,960
ENSMUSG00000105300,263
ENSMUSG00000070933,446
ENSMUSG00000094230,952
ENSMUSG00000069720,1152
ENSMUSG00000073208,2300
ENSMUSG00000089871,1901
ENSMUSG00000106083,80
ENSMUSG00000105515,0
ENSMUSG00000105916,0
ENSMUSG00000105185,256
ENSMUSG00000105310,133
ENSMUSG00000096936,315291
ENSMUSG00000104886,5444
ENSMUSG00000105526,25183
ENSMUSG00000106177,10360
ENSMUSG00000040118,32664987
ENSMUSG00000097941,118
ENSMUSG00000106339,32510
ENSMUSG00000105660,1078
ENSMUSG00000028864,1217026
ENSMUSG00000059179,1612703
ENSMUSG00000099854,820
ENSMUSG00000109903,5923
ENSMUSG00000105706,42769
ENSMUSG00000091273,0
ENSMUSG00000091827,236
ENSMUSG00000090750,0
ENSMUSG00000058643,0
ENSMUSG00000106358,159
ENSMUSG00000028780,5867197
ENSMUSG00000002944,131204
ENSMUSG00000028777,276
ENSMUSG00000104540,3720
ENSMUSG00000057614,21118724
ENSMUSG00000104718,0
ENSMUSG00000105930,0
ENSMUSG00000089364,0
ENSMUSG00000106498,233651
ENSMUSG00000106433,42615
ENSMUSG00000097626,259671
ENSMUSG00000106204,8106
ENSMUSG00000088668,1096
ENSMUSG00000096882,870
ENSMUSG00000077171,1925
ENSMUSG00000106559,4632
ENSMUSG00000087768,864
ENSMUSG00000106240,2446
ENSMUSG00000040003,26105145
ENSMUSG00000073174,187645
ENSMUSG00000105036,1724
ENSMUSG00000082716,138
ENSMUSG00000039987,2532831
ENSMUSG00000045435,1487225
ENSMUSG00000101013,1548407
ENSMUSG00000039968,6052943
ENSMUSG00000106158,31111
ENSMUSG00000028771,7007632
ENSMUSG00000087813,77
ENSMUSG00000096269,346
ENSMUSG00000106116,10564
ENSMUSG00000106104,267
ENSMUSG00000104920,938
ENSMUSG00000105275,1342
ENSMUSG00000039934,1095461
ENSMUSG00000039899,388204
ENSMUSG00000064280,70235
ENSMUSG00000047221,2025734
ENSMUSG00000039883,22615
ENSMUSG00000106135,446914
ENSMUSG00000106294,994739
ENSMUSG00000048520,42733
ENSMUSG00000038525,3480836
ENSMUSG00000081242,10198
ENSMUSG00000044968,2140605
ENSMUSG00000083006,3290
ENSMUSG00000029017,7837939
ENSMUSG00000029014,5370295
ENSMUSG00000028932,14718939
ENSMUSG00000029015,82480
ENSMUSG00000090008,55750
ENSMUSG00000090197,4052
ENSMUSG00000073152,596333
ENSMUSG00000105766,4014
ENSMUSG00000089910,2104
ENSMUSG00000089793,168
ENSMUSG00000090226,2099
ENSMUSG00000042453,22021807
ENSMUSG00000088578,0
ENSMUSG00000105106,1378
ENSMUSG00000065660,0
ENSMUSG00000105081,877171
ENSMUSG00000084235,1103482
ENSMUSG00000096346,4787
ENSMUSG00000029012,3602389
ENSMUSG00000105156,86228
ENSMUSG00000081855,1074368
ENSMUSG00000092704,44
ENSMUSG00000106181,670766
ENSMUSG00000104913,37084740
ENSMUSG00000105029,650
ENSMUSG00000105076,1043990
ENSMUSG00000094832,22201
ENSMUSG00000097207,301074
ENSMUSG00000105543,23590
ENSMUSG00000060879,3123
ENSMUSG00000104866,1484
ENSMUSG00000106379,5788021
ENSMUSG00000098903,0
ENSMUSG00000105254,1745
ENSMUSG00000105091,172
ENSMUSG00000104765,10894
ENSMUSG00000106269,6744
ENSMUSG00000105042,8565
ENSMUSG00000073147,1872313
ENSMUSG00000088170,57554
ENSMUSG00000029004,27458910
ENSMUSG00000088359,284
ENSMUSG00000105565,122271
ENSMUSG00000062604,42844783
ENSMUSG00000096832,0
ENSMUSG00000105987,901270
ENSMUSG00000057541,2549524
ENSMUSG00000104569,35111
ENSMUSG00000028999,2619489
ENSMUSG00000086697,273134
ENSMUSG00000065329,1137
ENSMUSG00000028998,6122040
ENSMUSG00000095205,492
ENSMUSG00000097180,106373
ENSMUSG00000118576,354
ENSMUSG00000105866,319882
ENSMUSG00000028995,3779247
ENSMUSG00000106118,0
ENSMUSG00000106133,3865297
ENSMUSG00000106665,279944
ENSMUSG00000028986,14332795
ENSMUSG00000048439,1551525
ENSMUSG00000099891,65568
ENSMUSG00000105141,0
ENSMUSG00000105713,0
ENSMUSG00000081071,443303
ENSMUSG00000086729,613
ENSMUSG00000038319,5196834
ENSMUSG00000086769,601419
ENSMUSG00000028978,2287826
ENSMUSG00000038295,817763
ENSMUSG00000028973,6116062
ENSMUSG00000038276,45134
ENSMUSG00000028969,13464465
ENSMUSG00000088696,32604
ENSMUSG00000028962,6006326
ENSMUSG00000028959,15575818
ENSMUSG00000028958,2978067
ENSMUSG00000105858,63091
ENSMUSG00000104190,36313
ENSMUSG00000023353,48854117
ENSMUSG00000067724,283806
ENSMUSG00000038204,39275
ENSMUSG00000038199,10722
ENSMUSG00000028953,16595236
ENSMUSG00000067719,11515281
ENSMUSG00000076387,151114
ENSMUSG00000038181,13039538
ENSMUSG00000028949,18582444
ENSMUSG00000038165,15
ENSMUSG00000097275,6261868
ENSMUSG00000028954,19002903
ENSMUSG00000055235,70356
ENSMUSG00000038135,33927
ENSMUSG00000089475,3956
ENSMUSG00000028945,10975896
ENSMUSG00000087314,508810
ENSMUSG00000086446,27559
ENSMUSG00000059631,305868
ENSMUSG00000028944,11047386
ENSMUSG00000043833,211862
ENSMUSG00000105763,21623
ENSMUSG00000077832,0
ENSMUSG00000088842,0
ENSMUSG00000028938,808
ENSMUSG00000054116,181937
ENSMUSG00000038072,7884964
ENSMUSG00000106457,237830
ENSMUSG00000092344,11756
ENSMUSG00000092181,1775
ENSMUSG00000092510,2080
ENSMUSG00000038056,20545985
ENSMUSG00000077387,1490
ENSMUSG00000038044,31819
ENSMUSG00000101856,381099
ENSMUSG00000105744,104
ENSMUSG00000106144,8286
ENSMUSG00000059244,8311
ENSMUSG00000106241,40648
ENSMUSG00000028933,850632
ENSMUSG00000104549,1072
ENSMUSG00000056367,15290325
ENSMUSG00000105052,9632
ENSMUSG00000104824,30040
ENSMUSG00000095550,15445
ENSMUSG00000104651,98918
ENSMUSG00000106627,21049
ENSMUSG00000096045,11897
ENSMUSG00000091049,12504
ENSMUSG00000090671,141726
ENSMUSG00000067700,13142
ENSMUSG00000073119,28435
ENSMUSG00000073117,17736
ENSMUSG00000105422,39661
ENSMUSG00000073116,20357
ENSMUSG00000051940,6394
ENSMUSG00000067698,10770
ENSMUSG00000059645,56883
ENSMUSG00000105786,0
ENSMUSG00000029044,0
ENSMUSG00000105491,0
ENSMUSG00000104733,370
ENSMUSG00000080941,14534
ENSMUSG00000081970,2093
ENSMUSG00000105946,24534
ENSMUSG00000106537,12486
ENSMUSG00000048703,25910
ENSMUSG00000086505,4777
ENSMUSG00000061576,58622897
ENSMUSG00000002221,9829514
ENSMUSG00000105223,16575
ENSMUSG00000105375,784
ENSMUSG00000039106,3347617
ENSMUSG00000104882,1941631
ENSMUSG00000106390,231362
ENSMUSG00000104777,586638
ENSMUSG00000106030,306
ENSMUSG00000097673,6857
ENSMUSG00000045294,11158927
ENSMUSG00000106160,2508
ENSMUSG00000039095,90945
ENSMUSG00000044681,20647
ENSMUSG00000048271,14998363
ENSMUSG00000002633,366120
ENSMUSG00000105775,24500
ENSMUSG00000104587,901
ENSMUSG00000097726,114266
ENSMUSG00000089975,73047
ENSMUSG00000029130,2182392
ENSMUSG00000105741,189939
ENSMUSG00000093302,266
ENSMUSG00000010721,5279798
ENSMUSG00000097561,98075
ENSMUSG00000001569,5140673
ENSMUSG00000001566,0
ENSMUSG00000093875,0
ENSMUSG00000078182,972
ENSMUSG00000039000,16073806
ENSMUSG00000104648,138
ENSMUSG00000088150,174
ENSMUSG00000105032,348
ENSMUSG00000053121,9490
ENSMUSG00000106558,94913
ENSMUSG00000105999,1759
ENSMUSG00000029131,3943838
ENSMUSG00000106551,20900
ENSMUSG00000105437,1730
ENSMUSG00000105926,651
ENSMUSG00000105439,0
ENSMUSG00000025746,7513
ENSMUSG00000025747,257317
ENSMUSG00000104667,5118
ENSMUSG00000086815,256924
ENSMUSG00000044576,3282621
ENSMUSG00000025745,13440446
ENSMUSG00000088113,1196
ENSMUSG00000059447,2230448
ENSMUSG00000067642,1187
ENSMUSG00000085099,56890
ENSMUSG00000075703,13841191
ENSMUSG00000106311,20426
ENSMUSG00000073102,2901081
ENSMUSG00000062372,4800193
ENSMUSG00000029182,45301
